year_month,month_of_release,passenger_type,direction,citizenship,visa,country_of_residence,estimate,standard_error,status
2017-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,402,0,Final
2017-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,340,0,Final
2017-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,354,0,Final
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,405,0,Final
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,321,0,Final
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,319,0,Final
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,308,0,Final
2017-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,343,0,Final
2018-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,300,0,Final
2018-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,375,0,Final
2018-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,470,0,Final
2018-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,320,0,Final
2018-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,481,0,Final
2018-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,442,0,Final
2018-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,364,0,Final
2018-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,448,0,Final
2018-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,281,0,Final
2018-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,267,0,Final
2018-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,225,0,Final
2018-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,173,0,Final
2019-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,143,0,Final
2019-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,140,0,Final
2019-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,164,0,Final
2019-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,116,0,Final
2019-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,200,0,Final
2019-06,2020-10,Long-term migrant,Arrivals,TOTAL,Visitor,India,192,0,Final
2019-07,2020-11,Long-term migrant,Arrivals,TOTAL,Visitor,India,247,0,Final
2019-08,2020-12,Long-term migrant,Arrivals,TOTAL,Visitor,India,367,0,Final
2019-09,2021-01,Long-term migrant,Arrivals,TOTAL,Visitor,India,324,0,Final
2019-10,2021-02,Long-term migrant,Arrivals,TOTAL,Visitor,India,475,0,Final
2019-11,2021-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,657,0,Final
2019-12,2021-04,Long-term migrant,Arrivals,TOTAL,Visitor,India,806,0,Final
2020-01,2021-05,Long-term migrant,Arrivals,TOTAL,Visitor,India,737,0,Final
2020-02,2021-06,Long-term migrant,Arrivals,TOTAL,Visitor,India,1064,0,Final
2020-03,2021-07,Long-term migrant,Arrivals,TOTAL,Visitor,India,1177,0,Final
2020-04,2021-08,Long-term migrant,Arrivals,TOTAL,Visitor,India,5,0,Final
2020-05,2021-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,1,0,Final
2020-06,2021-10,Long-term migrant,Arrivals,TOTAL,Visitor,India,76,0,Final
2020-07,2021-11,Long-term migrant,Arrivals,TOTAL,Visitor,India,17,0,Final
2020-08,2021-12,Long-term migrant,Arrivals,TOTAL,Visitor,India,87,0,Final
2020-09,2022-01,Long-term migrant,Arrivals,TOTAL,Visitor,India,88,0,Final
2020-10,2022-02,Long-term migrant,Arrivals,TOTAL,Visitor,India,50,0,Final
2020-11,2022-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,9,0,Final
2020-12,2022-04,Long-term migrant,Arrivals,TOTAL,Visitor,India,80,0,Final
2021-01,2022-05,Long-term migrant,Arrivals,TOTAL,Visitor,India,67,0,Final
2021-02,2022-06,Long-term migrant,Arrivals,TOTAL,Visitor,India,90,0,Final
2021-03,2022-07,Long-term migrant,Arrivals,TOTAL,Visitor,India,165,0,Final
2021-04,2022-08,Long-term migrant,Arrivals,TOTAL,Visitor,India,70,0,Final
2021-05,2022-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,50,0,Final
2021-06,2022-10,Long-term migrant,Arrivals,TOTAL,Visitor,India,85,0,Final
2021-07,2022-11,Long-term migrant,Arrivals,TOTAL,Visitor,India,112,0,Final
2021-08,2022-12,Long-term migrant,Arrivals,TOTAL,Visitor,India,201,0,Final
2021-09,2023-01,Long-term migrant,Arrivals,TOTAL,Visitor,India,236,0,Final
2021-10,2023-02,Long-term migrant,Arrivals,TOTAL,Visitor,India,186,0,Final
2021-11,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,162,0,Final
2021-12,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,219,0,Provisional
2022-01,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,125,0,Provisional
2022-02,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,141,0,Provisional
2022-03,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,237,1,Provisional
2022-04,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,292,2,Provisional
2022-05,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,287,6,Provisional
2022-06,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,353,7,Provisional
2022-07,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,748,17,Provisional
2022-08,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,559,11,Provisional
2022-09,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,502,14,Provisional
2022-10,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,564,16,Provisional
2022-11,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,1314,51,Provisional
2022-12,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,1498,58,Provisional
2023-01,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,701,38,Provisional
2023-02,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,853,45,Provisional
2023-03,2023-03,Long-term migrant,Arrivals,TOTAL,Visitor,India,1493,97,Provisional
2003-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,36,0,Final
2003-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,25,0,Final
2003-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,15,0,Final
2003-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,29,0,Final
2003-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,41,0,Final
2003-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,31,0,Final
2004-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,23,0,Final
2004-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,32,0,Final
2004-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,47,0,Final
2004-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,39,0,Final
2004-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,56,0,Final
2004-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,38,0,Final
2004-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,24,0,Final
2004-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,46,0,Final
2004-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,38,0,Final
2004-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,41,0,Final
2004-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,24,0,Final
2004-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,38,0,Final
2005-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,34,0,Final
2005-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,63,0,Final
2005-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,69,0,Final
2005-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,64,0,Final
2005-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,70,0,Final
2005-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,49,0,Final
2005-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,41,0,Final
2005-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,37,0,Final
2005-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,42,0,Final
2005-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,44,0,Final
2005-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,39,0,Final
2005-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,34,0,Final
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,49,0,Final
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,59,0,Final
2006-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,57,0,Final
2006-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,52,0,Final
2006-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,52,0,Final
2006-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,58,0,Final
2006-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,60,0,Final
2006-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,70,0,Final
2006-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,60,0,Final
2006-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,51,0,Final
2006-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,36,0,Final
2006-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,66,0,Final
2007-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,62,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,53,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,81,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,84,0,Final
2007-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,61,0,Final
2007-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,88,0,Final
2007-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,92,0,Final
2007-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,79,0,Final
2007-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,71,0,Final
2007-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,49,0,Final
2007-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,51,0,Final
2007-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,69,0,Final
2008-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,56,0,Final
2008-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,95,0,Final
2008-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,88,0,Final
2008-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,72,0,Final
2008-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,78,0,Final
2008-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,84,0,Final
2008-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,97,0,Final
2008-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,93,0,Final
2008-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,83,0,Final
2008-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,68,0,Final
2008-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,76,0,Final
2008-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,68,0,Final
2009-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,78,0,Final
2009-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,106,0,Final
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,95,0,Final
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,55,0,Final
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,74,0,Final
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,74,0,Final
2009-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,82,0,Final
2009-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,87,0,Final
2009-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,91,0,Final
2009-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,60,0,Final
2009-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,64,0,Final
2009-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,71,0,Final
2010-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,64,0,Final
2010-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,94,0,Final
2010-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,92,0,Final
2010-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,75,0,Final
2010-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,86,0,Final
2010-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,59,0,Final
2010-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,88,0,Final
2010-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,124,0,Final
2010-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,88,0,Final
2010-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,78,0,Final
2010-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,71,0,Final
2010-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,68,0,Final
2011-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,59,0,Final
2011-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,94,0,Final
2011-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,102,0,Final
2011-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,65,0,Final
2011-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,87,0,Final
2011-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,78,0,Final
2011-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,83,0,Final
2011-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,100,0,Final
2011-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,71,0,Final
2011-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,86,0,Final
2011-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,67,0,Final
2011-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,68,0,Final
2012-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,56,0,Final
2012-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,128,0,Final
2012-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,119,0,Final
2012-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,97,0,Final
2012-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,101,0,Final
2012-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,130,0,Final
2012-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,110,0,Final
2012-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,121,0,Final
2012-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,98,0,Final
2012-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,94,0,Final
2012-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,88,0,Final
2012-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,82,0,Final
2013-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,96,0,Final
2013-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,131,0,Final
2013-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,135,0,Final
2013-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,102,0,Final
2013-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,119,0,Final
2013-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,140,0,Final
2013-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,106,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,113,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,74,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,84,0,Final
2013-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,93,0,Final
2013-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,63,0,Final
2014-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,88,0,Final
2014-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,111,0,Final
2014-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,112,0,Final
2014-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,86,0,Final
2014-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,91,0,Final
2014-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,102,0,Final
2014-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,98,0,Final
2014-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,142,0,Final
2014-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,95,0,Final
2014-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,77,0,Final
2014-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,79,0,Final
2014-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,91,0,Final
2015-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,111,0,Final
2015-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,140,0,Final
2015-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,133,0,Final
2015-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,124,0,Final
2015-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,112,0,Final
2015-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,97,0,Final
2015-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,140,0,Final
2015-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,156,0,Final
2015-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,134,0,Final
2015-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,132,0,Final
2015-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,104,0,Final
2015-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,80,0,Final
2016-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,90,0,Final
2016-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,121,0,Final
2016-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,95,0,Final
2016-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,101,0,Final
2016-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,94,0,Final
2016-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,87,0,Final
2016-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,102,0,Final
2016-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,101,0,Final
2016-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,88,0,Final
2016-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,99,0,Final
2016-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,105,0,Final
2016-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,72,0,Final
2017-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,88,0,Final
2017-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,110,0,Final
2017-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,109,0,Final
2017-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,89,0,Final
2017-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,79,0,Final
2017-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,97,0,Final
2017-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,112,0,Final
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,117,0,Final
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,112,0,Final
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,107,0,Final
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,113,0,Final
2017-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,82,0,Final
2018-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,93,0,Final
2018-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,144,0,Final
2018-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,109,0,Final
2018-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,88,0,Final
2018-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,101,0,Final
2018-06,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,128,0,Final
2018-07,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,138,0,Final
2018-08,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,144,0,Final
2018-09,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,138,0,Final
2018-10,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,86,0,Final
2018-11,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,97,0,Final
2018-12,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,81,0,Final
2019-01,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,107,0,Final
2019-02,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,99,0,Final
2019-03,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,93,0,Final
2019-04,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,75,0,Final
2019-05,2020-09,Long-term migrant,Arrivals,TOTAL,Work,India,74,0,Final
2019-06,2020-10,Long-term migrant,Arrivals,TOTAL,Work,India,100,0,Final
2019-07,2020-11,Long-term migrant,Arrivals,TOTAL,Work,India,114,0,Final
2019-08,2020-12,Long-term migrant,Arrivals,TOTAL,Work,India,166,0,Final
2019-09,2021-01,Long-term migrant,Arrivals,TOTAL,Work,India,135,0,Final
2019-10,2021-02,Long-term migrant,Arrivals,TOTAL,Work,India,119,0,Final
2019-11,2021-03,Long-term migrant,Arrivals,TOTAL,Work,India,140,0,Final
2019-12,2021-04,Long-term migrant,Arrivals,TOTAL,Work,India,187,0,Final
2020-01,2021-05,Long-term migrant,Arrivals,TOTAL,Work,India,165,0,Final
2020-02,2021-06,Long-term migrant,Arrivals,TOTAL,Work,India,229,0,Final
2020-03,2021-07,Long-term migrant,Arrivals,TOTAL,Work,India,191,0,Final
2020-06,2021-10,Long-term migrant,Arrivals,TOTAL,Work,India,15,0,Final
2020-07,2021-11,Long-term migrant,Arrivals,TOTAL,Work,India,5,0,Final
2020-08,2021-12,Long-term migrant,Arrivals,TOTAL,Work,India,11,0,Final
2020-09,2022-01,Long-term migrant,Arrivals,TOTAL,Work,India,5,0,Final
2020-10,2022-02,Long-term migrant,Arrivals,TOTAL,Work,India,3,0,Final
2020-11,2022-03,Long-term migrant,Arrivals,TOTAL,Work,India,1,0,Final
2020-12,2022-04,Long-term migrant,Arrivals,TOTAL,Work,India,10,0,Final
2021-01,2022-05,Long-term migrant,Arrivals,TOTAL,Work,India,9,0,Final
2021-02,2022-06,Long-term migrant,Arrivals,TOTAL,Work,India,32,0,Final
2021-03,2022-07,Long-term migrant,Arrivals,TOTAL,Work,India,76,0,Final
2021-04,2022-08,Long-term migrant,Arrivals,TOTAL,Work,India,35,0,Final
2021-05,2022-09,Long-term migrant,Arrivals,TOTAL,Work,India,4,0,Final
2021-06,2022-10,Long-term migrant,Arrivals,TOTAL,Work,India,12,0,Final
2021-07,2022-11,Long-term migrant,Arrivals,TOTAL,Work,India,19,0,Final
2021-08,2022-12,Long-term migrant,Arrivals,TOTAL,Work,India,50,0,Final
2021-09,2023-01,Long-term migrant,Arrivals,TOTAL,Work,India,92,0,Final
2021-10,2023-02,Long-term migrant,Arrivals,TOTAL,Work,India,55,0,Final
2021-11,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,45,0,Final
2021-12,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,87,0,Provisional
2022-01,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,39,0,Provisional
2022-02,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,34,0,Provisional
2022-03,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,47,0,Provisional
2022-04,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,448,3,Provisional
2022-05,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,91,3,Provisional
2022-06,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,66,3,Provisional
2022-07,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,108,5,Provisional
2022-08,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,143,5,Provisional
2022-09,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,220,7,Provisional
2022-10,2023-03,Long-term migrant,Arrivals,TOTAL,Work,India,258,9,Provisional
